date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:35	55374/55374	---M-Z	200	added ('OK')	text/html	etag:%22d84e-6978c886-ae362ac7ae92bdb2;gz%22	https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html	C:/ads/trydo.pixcelsthemes.com/trydo/17-corporate-business.html	(from )
21:31:35	1903/1903	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-2e5b85ec0972969b;gz%22	https://trydo.pixcelsthemes.com/robots.txt		(from )
21:31:35	16958/16958	---M-Z	200	added ('OK')	image/x-icon	etag:%22423e-687102be-b3ef5702217d403f;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/images/favicon.ico	C:/ads/trydo.pixcelsthemes.com/trydo/assets/images/favicon.ico	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:36	232018/232018	---M-Z	200	added ('OK')	text/css	etag:%2238a52-687102be-381b4440654dc36d;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/css/vendor/bootstrap.min.css	C:/ads/trydo.pixcelsthemes.com/trydo/assets/css/vendor/bootstrap.min.css	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:36	72882/72882	---M-Z	200	added ('OK')	text/css	etag:%2211cb2-687102be-4284cb5c01d35079;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/css/vendor/fontawesome.css	C:/ads/trydo.pixcelsthemes.com/trydo/assets/css/vendor/fontawesome.css	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:36	27789/27789	---M-Z	200	added ('OK')	text/css	etag:%226c8d-687102be-3c2e3f305e2a3597;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/css/vendor/lightbox.css	C:/ads/trydo.pixcelsthemes.com/trydo/assets/css/vendor/lightbox.css	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:36	3811/3811	---M-Z	200	added ('OK')	text/css	etag:%22ee3-687102be-1b39c14177e1f18e;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/css/plugins/plugins.css	C:/ads/trydo.pixcelsthemes.com/trydo/assets/css/plugins/plugins.css	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:37	345605/345605	---M-Z	200	added ('OK')	text/css	etag:%2254605-687102be-e6cf10aa2d5d8832;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/css/style.css	C:/ads/trydo.pixcelsthemes.com/trydo/assets/css/style.css	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:37	1107/1107	---M-Z	200	added ('OK')	image/svg+xml	etag:%22453-687102be-9177abb16b135bd1;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/images/about/sun-01.svg	C:/ads/trydo.pixcelsthemes.com/trydo/assets/images/about/sun-01.svg	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:37	756/756	---M-Z	200	added ('OK')	image/svg+xml	etag:%222f4-687102be-7e20f8775e6b6b2;gz%22	https://trydo.pixcelsthemes.com/trydo/assets/images/about/vector.svg	C:/ads/trydo.pixcelsthemes.com/trydo/assets/images/about/vector.svg	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
21:31:37	39803/39803	---M-Z	200	added ('OK')	text/html	etag:%229b7b-6978c886-5617c79822989bdd;gz%22	https://trydo.pixcelsthemes.com/trydo/index.html	C:/ads/trydo.pixcelsthemes.com/trydo/index.html	(from https://trydo.pixcelsthemes.com/trydo/17-corporate-business.html)
